SrcEntity	TgtEntity	Score
http://omim.org/entry/211750	http://www.orpha.net/ORDO/Orphanet_1308	1.000000
http://omim.org/entry/616812	http://www.orpha.net/ORDO/Orphanet_565837	0.829244
http://omim.org/entry/615578	http://www.orpha.net/ORDO/Orphanet_497623	0.858102
http://omim.org/entry/263630	http://www.orpha.net/ORDO/Orphanet_3201	0.750623
http://omim.org/entry/309400	http://www.orpha.net/ORDO/Orphanet_565	1.000000
http://www.omim.org/phenotypicSeries/PS131760	http://www.orpha.net/ORDO/Orphanet_304	1.000000
http://omim.org/entry/603438	http://www.orpha.net/ORDO/Orphanet_3268	0.903611
http://omim.org/entry/602535	http://www.orpha.net/ORDO/Orphanet_561	1.000000
http://omim.org/entry/606693	http://www.orpha.net/ORDO/Orphanet_306674	1.000000
http://omim.org/entry/146160	http://www.orpha.net/ORDO/Orphanet_180068	0.766267
http://omim.org/entry/239200	http://www.orpha.net/ORDO/Orphanet_417	0.924992
http://omim.org/entry/248760	http://www.orpha.net/ORDO/Orphanet_2172	0.916939
http://omim.org/entry/119570	http://www.orpha.net/ORDO/Orphanet_99772	1.000000
http://omim.org/entry/106070	http://www.orpha.net/ORDO/Orphanet_1062	0.804670
http://omim.org/entry/136300	http://www.orpha.net/ORDO/Orphanet_2047	1.000000
http://omim.org/entry/214400	http://www.orpha.net/ORDO/Orphanet_99948	1.000000
http://omim.org/entry/609016	http://www.orpha.net/ORDO/Orphanet_5	1.000000
http://omim.org/entry/612781	http://www.orpha.net/ORDO/Orphanet_231671	0.881578
http://omim.org/entry/612776	http://www.orpha.net/ORDO/Orphanet_156212	0.814788
http://omim.org/entry/265300	http://www.orpha.net/ORDO/Orphanet_2414	1.000000
http://omim.org/entry/229100	http://www.orpha.net/ORDO/Orphanet_51208	1.000000
http://omim.org/entry/601536	http://www.orpha.net/ORDO/Orphanet_69739	1.000000
http://omim.org/entry/607091	http://www.orpha.net/ORDO/Orphanet_79332	1.000000
http://www.omim.org/phenotypicSeries/PS158600	http://www.orpha.net/ORDO/Orphanet_70	0.843614
http://omim.org/entry/270550	http://www.orpha.net/ORDO/Orphanet_316226	0.791655
http://omim.org/entry/601706	http://www.orpha.net/ORDO/Orphanet_3214	1.000000
http://omim.org/entry/101400	http://www.orpha.net/ORDO/Orphanet_794	1.000000
http://omim.org/entry/155980	http://www.orpha.net/ORDO/Orphanet_3034	1.000000
http://omim.org/entry/614495	http://www.orpha.net/ORDO/Orphanet_300525	1.000000
http://omim.org/entry/301950	http://www.orpha.net/ORDO/Orphanet_1131	1.000000
http://omim.org/entry/609055	http://www.orpha.net/ORDO/Orphanet_228346	0.822749
http://www.omim.org/phenotypicSeries/PS148210	http://www.orpha.net/ORDO/Orphanet_477	0.803881
http://omim.org/entry/300555	http://www.orpha.net/ORDO/Orphanet_93623	0.841749
http://omim.org/entry/605967	http://www.orpha.net/ORDO/Orphanet_85203	1.000000
http://omim.org/entry/600705	http://www.orpha.net/ORDO/Orphanet_3130	1.000000
http://omim.org/entry/614457	http://www.orpha.net/ORDO/Orphanet_352333	0.812577
http://www.omim.org/phenotypicSeries/PS202700	http://www.orpha.net/ORDO/Orphanet_42738	1.000000
http://omim.org/entry/194050	http://www.orpha.net/ORDO/Orphanet_904	1.000000
http://omim.org/entry/194350	http://www.orpha.net/ORDO/Orphanet_3466	1.000000
http://omim.org/entry/217090	http://www.orpha.net/ORDO/Orphanet_722	1.000000
http://omim.org/entry/265800	http://www.orpha.net/ORDO/Orphanet_763	1.000000
http://omim.org/entry/614756	http://www.orpha.net/ORDO/Orphanet_98098	0.788050
http://omim.org/entry/500002	http://www.orpha.net/ORDO/Orphanet_2596	0.808796
http://omim.org/entry/241090	http://www.orpha.net/ORDO/Orphanet_2232	0.907123
http://omim.org/entry/300009	http://www.orpha.net/ORDO/Orphanet_93622	0.879102
http://omim.org/entry/115250	http://www.orpha.net/ORDO/Orphanet_53296	1.000000
http://omim.org/entry/265430	http://www.orpha.net/ORDO/Orphanet_2257	1.000000
http://omim.org/entry/264070	http://www.orpha.net/ORDO/Orphanet_293284	0.779260
http://omim.org/entry/219750	http://www.orpha.net/ORDO/Orphanet_93613	0.802064
http://omim.org/entry/209010	http://www.orpha.net/ORDO/Orphanet_1192	0.799547
http://omim.org/entry/303350	http://www.orpha.net/ORDO/Orphanet_2466	1.000000
http://omim.org/entry/219721	http://www.orpha.net/ORDO/Orphanet_2575	0.866543
http://omim.org/entry/166700	http://www.orpha.net/ORDO/Orphanet_1306	1.000000
http://omim.org/entry/130710	http://www.orpha.net/ORDO/Orphanet_1928	1.000000
http://omim.org/entry/166970	http://www.orpha.net/ORDO/Orphanet_97293	0.782987
http://omim.org/entry/258200	http://www.orpha.net/ORDO/Orphanet_2920	1.000000
http://omim.org/entry/138000	http://www.orpha.net/ORDO/Orphanet_83454	0.802333
http://omim.org/entry/300886	http://www.orpha.net/ORDO/Orphanet_98464	0.783188
http://omim.org/entry/308100	http://www.orpha.net/ORDO/Orphanet_461	1.000000
http://omim.org/entry/273050	http://www.orpha.net/ORDO/Orphanet_2972	0.752167
http://omim.org/entry/311050	http://www.orpha.net/ORDO/Orphanet_98890	0.864265
