SrcEntity	TgtEntity	Score
http://snomed.info/id/10069009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4304	0.9797703
http://snomed.info/id/10288008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27084	1.0
http://snomed.info/id/10291008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4234	0.90558648
http://snomed.info/id/103678008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4069	0.94626701
http://snomed.info/id/103682005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6918	0.96910381
http://snomed.info/id/103686008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C150495	1.0
http://snomed.info/id/103688009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9287	0.8991279
http://snomed.info/id/103689001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8460	0.99476516
http://snomed.info/id/103690005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3249	1.0
http://snomed.info/id/103691009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3250	1.0
http://snomed.info/id/10376009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65163	1.0
http://snomed.info/id/104081000119103	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3793	0.97222877
http://snomed.info/id/10639003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7812	1.0
http://snomed.info/id/10705005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8978	1.0
http://snomed.info/id/107561000119107	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5098	0.98082483
http://snomed.info/id/107692003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3712	0.87953424
http://snomed.info/id/107694002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48314	1.0
http://snomed.info/id/1082601000112109	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C150597	0.93748361
http://snomed.info/id/108369006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3262	1.0
http://snomed.info/id/109355002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2917	1.0
http://snomed.info/id/109359008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35427	0.93052781
http://snomed.info/id/109378008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3234	0.95644993
http://snomed.info/id/109383000	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7631	0.93763191
http://snomed.info/id/109385007	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9087	1.0
http://snomed.info/id/109386008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3550	0.96960104
http://snomed.info/id/109390005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3551	0.9718827
http://snomed.info/id/109841003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C96792	0.91850716
http://snomed.info/id/109852009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8612	0.85660678
http://snomed.info/id/109889007	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2924	0.92428637
http://snomed.info/id/109913001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4957	0.99748182
http://snomed.info/id/109915008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4628	0.96793246
http://snomed.info/id/109965004	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27249	0.87118322
http://snomed.info/id/109969005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C148392	0.88648421
http://snomed.info/id/109971005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3209	0.86278218
http://snomed.info/id/109975001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7204	0.88033915
http://snomed.info/id/109977009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4340	0.96936625
http://snomed.info/id/109982002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3132	1.0
http://snomed.info/id/109983007	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35548	1.0
http://snomed.info/id/109988003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27349	1.0
http://snomed.info/id/109989006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3242	0.92350316
http://snomed.info/id/109991003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2862	0.91572267
http://snomed.info/id/109992005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3336	1.0
http://snomed.info/id/109993000	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4345	0.88647509
http://snomed.info/id/109995007	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3247	1.0
http://snomed.info/id/109998009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4036	0.8889237
http://snomed.info/id/110002002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3169	1.0
http://snomed.info/id/110005000	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7463	0.87530845
http://snomed.info/id/110006004	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3181	1.0
http://snomed.info/id/110007008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3184	1.0
http://snomed.info/id/11010461000119101	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65154	0.91352153
http://snomed.info/id/110448004	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3826	1.0
http://snomed.info/id/11073003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4253	1.0
http://snomed.info/id/110985001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43331	0.90291941
http://snomed.info/id/11099005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C66757	1.0
http://snomed.info/id/111420009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3663	0.96164942
http://snomed.info/id/112677002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3512	0.86096716
http://snomed.info/id/112679004	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3345	1.0
http://snomed.info/id/112680001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27095	1.0
http://snomed.info/id/112681002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3804	0.96190405
http://snomed.info/id/112687003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9283	0.93162727
http://snomed.info/id/11314008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3662	0.94620484
http://snomed.info/id/1144922006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6885	1.0
http://snomed.info/id/1144924007	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7114	1.0
http://snomed.info/id/1148851002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7191	1.0
http://snomed.info/id/1148906001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9288	0.98165089
