SrcEntity	TgtEntity	Score
http://snomed.info/id/10060008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4173	1.0
http://snomed.info/id/10069009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4304	0.9797703
http://snomed.info/id/100721000119109	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C102897	0.91615605
http://snomed.info/id/100731000119107	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C116342	0.97622645
http://snomed.info/id/1010633008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C54400	0.92551601
http://snomed.info/id/1010656004	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C167265	0.91444445
http://snomed.info/id/1010659006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6645	0.9369719
http://snomed.info/id/1010660001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6026	0.92390943
http://snomed.info/id/1010674008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C54360	0.90732223
http://snomed.info/id/101351000119105	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4302	0.98065287
http://snomed.info/id/101391000119100	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2945	0.92367017
http://snomed.info/id/101571000119107	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C156462	0.95990616
http://snomed.info/id/10288008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27084	1.0
http://snomed.info/id/10291008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4234	0.90558648
http://snomed.info/id/103511000119103	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9499	0.93786508
http://snomed.info/id/103678008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4069	0.94626701
http://snomed.info/id/103682005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6918	0.96910381
http://snomed.info/id/103686008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C150495	1.0
http://snomed.info/id/103689001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8460	0.99476516
http://snomed.info/id/103690005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3249	1.0
http://snomed.info/id/103691009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3250	1.0
http://snomed.info/id/10376009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65163	1.0
http://snomed.info/id/104081000119103	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3793	0.97222877
http://snomed.info/id/10438002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3060	1.0
http://snomed.info/id/104981000119104	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9377	0.97016156
http://snomed.info/id/105121000119102	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7736	0.94138777
http://snomed.info/id/10623005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34609	0.96776283
http://snomed.info/id/10639003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7812	1.0
http://snomed.info/id/10705005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8978	1.0
http://snomed.info/id/10708511000119108	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3552	0.91338593
http://snomed.info/id/107561000119107	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5098	0.98082483
http://snomed.info/id/107581000119103	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7445	0.98035407
http://snomed.info/id/107691000119101	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9313	0.97285223
http://snomed.info/id/107694002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48314	1.0
http://snomed.info/id/107791000119107	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C114656	0.90900248
http://snomed.info/id/1078227006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27876	0.95683903
http://snomed.info/id/1082601000112109	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C150597	0.93748361
http://snomed.info/id/1082701000112100	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C160920	0.98828816
http://snomed.info/id/108369006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3262	1.0
http://snomed.info/id/109285009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C54658	0.90312892
http://snomed.info/id/109350007	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4616	0.90374058
http://snomed.info/id/109351006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4616	0.93539399
http://snomed.info/id/109355002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2917	1.0
http://snomed.info/id/109356001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84509	0.97781515
http://snomed.info/id/109359008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35427	0.93052781
http://snomed.info/id/109378008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3234	0.95644993
http://snomed.info/id/109383000	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7631	0.93763191
http://snomed.info/id/109385007	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9087	1.0
http://snomed.info/id/109386008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3550	0.96960104
http://snomed.info/id/109388009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6749	0.97814882
http://snomed.info/id/109389001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C172955	0.95805144
http://snomed.info/id/109390005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3551	0.9718827
http://snomed.info/id/109841003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C96792	0.91850716
http://snomed.info/id/109842005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27814	0.90011722
http://snomed.info/id/109843000	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3728	1.0
http://snomed.info/id/109844006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4438	0.98578197
http://snomed.info/id/109850001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35180	0.96252501
http://snomed.info/id/109853004	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9350	0.97297919
http://snomed.info/id/109854005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9350	0.92651367
http://snomed.info/id/109855006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9350	0.93650943
http://snomed.info/id/109888004	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4018	0.98108822
http://snomed.info/id/109889007	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2924	0.92428637
http://snomed.info/id/1098981000119101	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7902	0.96520054
http://snomed.info/id/109913001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4957	0.99748182
http://snomed.info/id/109915008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4628	0.96793246
