SrcEntity	TgtEntity	Score
http://omim.org/entry/100070	http://www.orpha.net/ORDO/Orphanet_86	0.92655462
http://omim.org/entry/100100	http://www.orpha.net/ORDO/Orphanet_2970	1.0
http://omim.org/entry/100800	http://www.orpha.net/ORDO/Orphanet_15	1.0
http://omim.org/entry/101000	http://www.orpha.net/ORDO/Orphanet_637	1.0
http://omim.org/entry/101200	http://www.orpha.net/ORDO/Orphanet_87	1.0
http://omim.org/entry/101400	http://www.orpha.net/ORDO/Orphanet_794	1.0
http://omim.org/entry/101600	http://www.orpha.net/ORDO/Orphanet_710	1.0
http://omim.org/entry/101805	http://www.orpha.net/ORDO/Orphanet_1786	1.0
http://omim.org/entry/101850	http://www.orpha.net/ORDO/Orphanet_38	1.0
http://omim.org/entry/102150	http://www.orpha.net/ORDO/Orphanet_965	1.0
http://omim.org/entry/102370	http://www.orpha.net/ORDO/Orphanet_969	1.0
http://omim.org/entry/102500	http://www.orpha.net/ORDO/Orphanet_955	1.0
http://omim.org/entry/102510	http://www.orpha.net/ORDO/Orphanet_957	1.0
http://omim.org/entry/102520	http://www.orpha.net/ORDO/Orphanet_971	1.0
http://omim.org/entry/102660	http://www.orpha.net/ORDO/Orphanet_55881	1.0
http://omim.org/entry/102700	http://www.orpha.net/ORDO/Orphanet_277	0.91419446
http://omim.org/entry/103050	http://www.orpha.net/ORDO/Orphanet_46	1.0
http://omim.org/entry/103200	http://www.orpha.net/ORDO/Orphanet_36397	1.0
http://omim.org/entry/103420	http://www.orpha.net/ORDO/Orphanet_98604	0.92987263
http://omim.org/entry/103580	http://www.orpha.net/ORDO/Orphanet_79443	1.0
http://omim.org/entry/103900	http://www.orpha.net/ORDO/Orphanet_403	1.0
http://omim.org/entry/104510	http://www.orpha.net/ORDO/Orphanet_100034	1.0
http://omim.org/entry/104530	http://www.orpha.net/ORDO/Orphanet_100031	0.92410773
http://omim.org/entry/104570	http://www.orpha.net/ORDO/Orphanet_1028	1.0
http://omim.org/entry/105120	http://www.orpha.net/ORDO/Orphanet_444116	0.91481113
http://omim.org/entry/105200	http://www.orpha.net/ORDO/Orphanet_444116	0.94292057
http://omim.org/entry/105210	http://www.orpha.net/ORDO/Orphanet_444116	0.91215825
http://omim.org/entry/105580	http://www.orpha.net/ORDO/Orphanet_424013	0.96690035
http://omim.org/entry/105600	http://www.orpha.net/ORDO/Orphanet_98870	1.0
http://omim.org/entry/105830	http://www.orpha.net/ORDO/Orphanet_72	1.0
http://omim.org/entry/106100	http://www.orpha.net/ORDO/Orphanet_100050	0.91595566
http://omim.org/entry/106400	http://www.orpha.net/ORDO/Orphanet_2206	1.0
http://omim.org/entry/106750	http://www.orpha.net/ORDO/Orphanet_69125	1.0
http://omim.org/entry/106995	http://www.orpha.net/ORDO/Orphanet_90390	0.94282746
http://omim.org/entry/107200	http://www.orpha.net/ORDO/Orphanet_88620	1.0
http://omim.org/entry/108145	http://www.orpha.net/ORDO/Orphanet_1154	1.0
http://omim.org/entry/108200	http://www.orpha.net/ORDO/Orphanet_1144	1.0
http://omim.org/entry/108300	http://www.orpha.net/ORDO/Orphanet_90653	1.0
http://omim.org/entry/108500	http://www.orpha.net/ORDO/Orphanet_97	1.0
http://omim.org/entry/108600	http://www.orpha.net/ORDO/Orphanet_251282	0.90119934
http://omim.org/entry/108720	http://www.orpha.net/ORDO/Orphanet_1190	1.0
http://omim.org/entry/108721	http://www.orpha.net/ORDO/Orphanet_56305	1.0
http://omim.org/entry/108950	http://www.orpha.net/ORDO/Orphanet_844	1.0
http://omim.org/entry/108985	http://www.orpha.net/ORDO/Orphanet_86813	1.0
http://omim.org/entry/109000	http://www.orpha.net/ORDO/Orphanet_114	1.0
http://omim.org/entry/109100	http://www.orpha.net/ORDO/Orphanet_182228	0.90091228
http://omim.org/entry/109150	http://www.orpha.net/ORDO/Orphanet_98757	1.0
